factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment,products_list,production_capacity_yearly_pieces,capacity_category,factory_age,employees_per_machine,productivity_pieces_per_machine,num_products,produces_t-shirt,produces_shirt,produces_pants,produces_jacket,produces_polo_shirt,produces_sweater
Capital Fashions Limited,Woven,5.0,800.0,450,150000.0,"Jacket ,Pant ,T-Shirts ,Trouser","Dilan Complex, Dhaka Road, Chandona Chowrasta, Gazipur, Gazipur",Gazipur,Gazipur,1992,"['Jacket', 'Pant', 'T-Shirts', 'Trouser']",1800000.0,Very Large,33,1.7777777777777777,4000.0,4,0,0,0,1,0,0
Capital Garments Ltd.,Woven,5.0,800.0,400,60000.0,"Jackets ,Pants, Shorts ,Jogging Suits","Sotobali Mahar, Dhaka, Savar",Dhaka,Savar,1985,"['Jackets', 'Pants', 'Shorts', 'Jogging Suits']",720000.0,Large,40,2.0,1800.0,4,0,0,1,0,0,0
Capital Poshak Ltd.,Knit,5.0,616.0,287,100000.0,"Shirts ,Skirts ,Sweat Shirts ,Shorts","Engr Momtaz Uddin Complex, Sharifpur, Gazipur, National University",Gazipur,National University,1998,"['Shirts', 'Skirts', 'Sweat Shirts', 'Shorts']",1200000.0,Very Large,27,2.1463414634146343,4181.184668989547,4,0,0,0,0,0,0
Capri Apparels Ltd.,Woven,5.0,450.0,225,60000.0,"Jackets ,Pants ,Trousers","B-193, Bscic Inds. Estate, Gazipur, Tongi",Gazipur,Tongi,2000,"['Jackets', 'Pants', 'Trousers']",720000.0,Large,25,2.0,3200.0,3,0,0,1,0,0,0
Capri Garments Ltd.,Woven,5.0,450.0,225,60000.0,"Jackets ,Trousers ,Pants","B-193, Bscic I/A, Gazipur, Tongi",Gazipur,Tongi,1992,"['Jackets', 'Trousers', 'Pants']",720000.0,Large,33,2.0,3200.0,3,0,0,1,0,0,0
Cardinal Apparels Ltd.,Woven,5.0,200.0,0,8400.0,"Mens Woven Long Pant ,Mens Woven Boxer Short ,Mens Flannel Long Pant","514, Chotopool, Chittagong, Chittagong",Chittagong,Chittagong,2004,"['Mens Woven Long Pant', 'Mens Woven Boxer Short', 'Mens Flannel Long Pant']",100800.0,Large,21,0.0,0.0,3,0,0,0,0,0,0
Carlos Leather Fashion Ltd.,Woven,5.0,250.0,125,60000.0,"Jackets ,Trousers ,Sportwears","Taknogpara, Chandona, Gazipur, B. Baria",Gazipur,B. Baria,1998,"['Jackets', 'Trousers', 'Sportwears']",720000.0,Large,27,2.0,5760.0,3,0,0,0,0,0,0
Carnival Fashions (Pvt) Ltd.,Woven,5.0,180.0,120,60000.0,"Jackets ,Pants ,T-Shirts , Boxer Shorts","755, Askarabad (2Nd Floor), D.T. Road, Chittagong","755, Askarabad (2Nd Floor), D.T. Road",Chittagong,1998,"['Jackets', 'Pants', 'T-Shirts', 'Boxer Shorts']",720000.0,Large,27,1.5,6000.0,4,0,0,1,0,0,0
Cassiiopea Garments Ltd.,Woven,5.0,450.0,197,0.0,"Shirts ,T-Shirts ,Pants","L K Plaza Holding # 90, Dakhin Khan Bazar, Dhaka, Uttara",Dhaka,Uttara,2013,"['Shirts', 'T-Shirts', 'Pants']",0.0,,12,2.284263959390863,0.0,3,0,0,1,0,0,0
Cassiopea Apparels Ltd.,Woven,5.0,1000.0,570,400000.0,"Pants ,Overalls ,Skirts ,Shorts","Bokran Monipur, Vabanipur, Mirzapur Union, Gazipur, Joydevpur",Gazipur,Joydevpur,2004,"['Pants', 'Overalls', 'Skirts', 'Shorts']",4800000.0,Very Large,21,1.7543859649122806,8421.052631578947,4,0,0,1,0,0,0
Cassiopea Clothing Ltd.,Woven,5.0,900.0,752,120000.0,"Pants ,Trousers ,Shorts","Plot # 1098 (4Th & 5Th Fl), Ahalia, Turag, Dhaka, Turag",Dhaka,Turag,2012,"['Pants', 'Trousers', 'Shorts']",1440000.0,Very Large,13,1.196808510638298,1914.8936170212767,3,0,0,1,0,0,0
Cassiopea Fashion Ltd.,Woven,5.0,1200.0,1186,500000.0,"Pants ,Overalls ,Shorts ,Skirts","Borkan Monipur, Hotapara, Mirzapur Union, Gazipur, Joydevpur",Gazipur,Joydevpur,2008,"['Pants', 'Overalls', 'Shorts', 'Skirts']",6000000.0,Very Large,17,1.0118043844856661,5059.02192242833,4,0,0,1,0,0,0
Casual Garments Ltd.,Woven,1.0,3430.0,2778,750000.0,Shirt,"48/3, Kabi Jasim Uddin Road, Pagar, Tongi, Gazipur, Gazipur",Gazipur,Gazipur,2021,['Shirt'],9000000.0,Very Large,4,1.2347012239020878,3239.7408207343415,1,0,1,0,0,0,0
Cathay Apparels Ltd.,Knit,5.0,0.0,0,0.0,"T-Shirts ,Polo Shirts","East Norsinghapur, Ashulia, Dhaka, Savar",Dhaka,Savar,2009,"['T-Shirts', 'Polo Shirts']",0.0,,16,0.0,0.0,2,0,0,0,0,0,0
Cavron Limited,Woven,1.0,5.0,285,68000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","23, S.M. Mozammel Haque Plaza, Chairman Bari, Dakkhin Khan, Dhaka, Dhaka",Dhaka,Dhaka,2023,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",816000.0,Large,2,0.017543859649122806,2863.157894736842,4,1,1,0,0,1,0
CD Acrylic Bangladesh Ltd.,Sweater,5.0,750.0,400,750000.0,"Sweaters ,Pullovers ,Cardigans ,V-Neck Sweater","Chandul Miabazar, Comilla, Chowddahgram",Comilla,Chowddahgram,1995,"['Sweaters', 'Pullovers', 'Cardigans', 'V-Neck Sweater']",9000000.0,Very Large,30,1.875,22500.0,4,0,0,0,0,0,0
CD Spinning Mills Ltd.,Sweater,5.0,207.0,180,80000.0,"Sweaters ,Cardigans ,Pullovers","Chandul Miabazar, Comilla, Chowddahgram",Comilla,Chowddahgram,2003,"['Sweaters', 'Cardigans', 'Pullovers']",960000.0,Large,22,1.15,5333.333333333333,3,0,0,0,0,0,0
CDF Design (BD),Knit,5.0,522.0,214,120000.0,"Boy's Shirts ,Shorts ,Denim Trousers ,Polo Shirts","430/1/A, Tejgaon I/A, Dhaka, Tejgaon",Dhaka,Tejgaon,2007,"['Boys Shirts', 'Shorts', 'Denim Trousers', 'Polo Shirts']",1440000.0,Very Large,18,2.439252336448598,6728.971962616823,4,0,0,0,0,0,0
Celebrity Export Garments Ltd.,Woven,1.0,402.0,138,100000.0,"Jacket ,Shirt ,Pant ,Blazers","House # 04, Road # 02, Block # A, Chand Uddan, Mohammadpur, Dhaka, Dhaka",Dhaka,Dhaka,2017,"['Jacket', 'Shirt', 'Pant', 'Blazers']",1200000.0,Very Large,8,2.9130434782608696,8695.652173913044,4,0,1,0,1,0,0
Centex Fashions Ltd.,Woven,5.0,480.0,200,0.0,"Jackets ,Jogging Suits ,Pants","76, Ibrahimpur, Dhaka, B. Baria",Dhaka,B. Baria,2004,"['Jackets', 'Jogging Suits', 'Pants']",0.0,,21,2.4,0.0,3,0,0,1,0,0,0
Centex Textile & Apparels Ltd.,Woven,5.0,1000.0,500,90000.0,"Jackets ,Trousers ,Jogging Suits ,Shorts","C.B. 203/3, Kachukhet Puran Bazar, Dhaka, Cantonment",Dhaka,Cantonment,2004,"['Jackets', 'Trousers', 'Jogging Suits', 'Shorts']",1080000.0,Very Large,21,2.0,2160.0,4,0,0,0,0,0,0
Central Garments Industry Ltd.,Woven,5.0,150.0,100,35000.0,"Shirts ,Blouses ,Children Wears","67, Khilgaon Chowdhury Para, Dit Road, Haji Para, Dhaka, Rampura",Dhaka,Rampura,1985,"['Shirts', 'Blouses', 'Children Wears']",420000.0,Large,40,1.5,4200.0,3,0,0,0,0,0,0
Century Design & Fashion (Pvt) Ltd.,Knit,5.0,253.0,114,270000.0,"Jackets ,Trousers ,T-Shirts ,Polo Shirts","Kalma-1, Dhaka, Savar",Dhaka,Savar,2003,"['Jackets', 'Trousers', 'T-Shirts', 'Polo Shirts']",3240000.0,Very Large,22,2.219298245614035,28421.052631578947,4,0,0,0,0,0,0
Century Sweaters (Pvt) Ltd.,Sweater,5.0,240.0,159,30000.0,Pullovers,"4700/H, Terminal Connecting Road, Chandgaon, Chittagong","4700/H, Terminal Connecting Road, Chandgaon",Chittagong,2003,['Pullovers'],360000.0,Large,22,1.509433962264151,2264.1509433962265,1,0,0,0,0,0,0
CG Apparels Ltd.,Knit,5.0,267.0,59,100000.0,"T-Shirts ,Polo Shirts","Jhalkuri Purbopara, Narayanganj, Siddirgonj",Narayanganj,Siddirgonj,2014,"['T-Shirts', 'Polo Shirts']",1200000.0,Very Large,11,4.52542372881356,20338.98305084746,2,0,0,0,0,0,0
Chaity Apparels Ltd.,Woven,5.0,508.0,295,110000.0,"Jogging sets ,Casual Trousers ,Shorts ,Knit Tops","Ashique Complex, 43, Chalabon, Azimpur, Dhaka, Uttara",Dhaka,Uttara,1994,"['Jogging sets', 'Casual Trousers', 'Shorts', 'Knit Tops']",1320000.0,Very Large,31,1.7220338983050847,4474.576271186441,4,0,0,0,0,0,0
Chaity Classic Sportswear (MFG) Co. Ltd.,Woven,5.0,645.0,375,100000.0,"Dress Pants ,Casual Trousers","Ashique Complex, 43, Chalabon, Azampur, Dhaka, Uttara",Dhaka,Uttara,2002,"['Dress Pants', 'Casual Trousers']",1200000.0,Very Large,23,1.72,3200.0,2,0,0,0,0,0,0
Chaity Composite Ltd.,Knit,5.0,1950.0,798,650000.0,"T-Shirts ,Polo Shirts ,Tank Top","Choto Shilmondi, Tripordi, Narayanganj, Sonargaon",Narayanganj,Sonargaon,2010,"['T-Shirts', 'Polo Shirts', 'Tank Top']",7800000.0,Very Large,15,2.443609022556391,9774.436090225563,3,0,0,0,0,0,0
Chaity Garments Ltd.,Woven,5.0,490.0,285,100000.0,"Jackets ,Jogging suits ,Casual Trousers ,Knit Top","Ashique Complex, 43, Chalabon, Azampur, Dhaka, Uttara",Dhaka,Uttara,1992,"['Jackets', 'Jogging suits', 'Casual Trousers', 'Knit Top']",1200000.0,Very Large,33,1.719298245614035,4210.526315789473,4,0,0,0,0,0,0
Chaity Knit Composite Ltd.,Knit,5.0,1610.0,677,780000.0,"T-Shirts ,Polo Shirts ,Tank Tops","Chotto Shilmondi, Tripordi, Narayanganj, Sonargaon",Narayanganj,Sonargaon,2012,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",9360000.0,Very Large,13,2.3781388478581977,13825.701624815361,3,0,0,0,0,0,0
Chancellor Garments Ltd.,Woven,5.0,522.0,248,12500.0,"Jackets ,Pant ,Shirt ,Short","295/Ja/4, Rayer Bazar, Dhaka, Dhaka",Dhaka,Dhaka,1993,"['Jackets', 'Pant', 'Shirt', 'Short']",150000.0,Large,32,2.1048387096774195,604.8387096774194,4,0,1,0,0,0,0
Chandrima Garments (Pvt) Ltd.,Knit,5.0,0.0,60,0.0,"T-Shirts ,Tanktop","33 West Malibagh, Dhaka, Malibagh",Dhaka,Malibagh,1997,"['T-Shirts', 'Tanktop']",0.0,,28,0.0,0.0,2,0,0,0,0,0,0
Chantik Apparels,Woven,5.0,490.0,196,110500.0,"Shirts ,Pants ,Jecket","Plot & Holding # 01, (5Th Floor), Turag Housing Ltd, Beribadh, Dhaka, Mohammadpur",Dhaka,Mohammadpur,2013,"['Shirts', 'Pants', 'Jecket']",1326000.0,Very Large,12,2.5,6765.306122448979,3,0,0,1,0,0,0
Chantik Garments Ltd.,Woven,5.0,2250.0,1601,750000.0,"Trouser ,Chino Pant ,Jegging ,Short","Kumkumary, Gouripur, Ashulia, Dhaka, Dhaka",Dhaka,Dhaka,2008,"['Trouser', 'Chino Pant', 'Jegging', 'Short']",9000000.0,Very Large,17,1.4053716427232978,5621.486570893192,4,0,0,0,0,0,0
Charm Fashion,Knit,5.0,438.0,205,600000.0,"T-Shirts ,Polo Shirts","2690/A, Hathajari Road, Chittagong, Narinda",Chittagong,Narinda,2015,"['T-Shirts', 'Polo Shirts']",7200000.0,Very Large,10,2.1365853658536587,35121.95121951219,2,0,0,0,0,0,0
Charming Knitwears Ltd.,Sweater,5.0,550.0,500,36000.0,"Sweaters ,Cardigans ,Pullovers","Adunagar, Chittagong, Lohagara",Chittagong,Lohagara,2000,"['Sweaters', 'Cardigans', 'Pullovers']",432000.0,Large,25,1.1,864.0,3,0,0,0,0,0,0
Chello of Bangladesh Ltd.,Woven,5.0,325.0,95,150000.0,"T-Shirts ,Polo Shirts ,Tank Top","234/1, Kachukhet Bazar Road, Abdullah Khan Mansion, Dhaka","234/1, Kachukhet Bazar Road, Abdullah Khan Mansion",Dhaka,2000,"['T-Shirts', 'Polo Shirts', 'Tank Top']",1800000.0,Very Large,25,3.4210526315789473,18947.36842105263,3,0,0,0,0,0,0
Cheng Yi Garments Inds. Ltd.,Knit,5.0,250.0,150,500000.0,"Shirts ,Pants ,Underwears","Zirabo, Ashulia, Dhaka, Savar",Dhaka,Savar,2008,"['Shirts', 'Pants', 'Underwears']",6000000.0,Very Large,17,1.6666666666666667,40000.0,3,0,0,1,0,0,0
Cherry (Pvt) Ltd.,Woven,5.0,325.0,161,60000.0,"Shirts ,Blouses","284, Ibrahimpur (1St Floor), Dhaka, Cantonment",Dhaka,Cantonment,1992,"['Shirts', 'Blouses']",720000.0,Large,33,2.018633540372671,4472.0496894409935,2,0,0,0,0,0,0
Cherry Knit Wear Ltd.,Knit,5.0,340.0,153,375000.0,"Trousers ,T-Shirts ,Polo Shirts ,Tank Tops","Sarabo, Gazipur, Kashimpur",Gazipur,Kashimpur,2008,"['Trousers', 'T-Shirts', 'Polo Shirts', 'Tank Tops']",4500000.0,Very Large,17,2.2222222222222223,29411.764705882353,4,0,0,0,0,0,0
Chestnut International Ltd.,Knit,5.0,300.0,140,300000.0,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Hazi Azmot Ali Plaza, Degerchala, Hurricane Bus Stand, Gazipur, National University",Gazipur,National University,2015,"['Shirts', 'Pants', 'T-Shirts', 'Polo Shirts']",3600000.0,Very Large,10,2.142857142857143,25714.285714285714,4,0,0,1,0,0,0
Children Place Ltd.,Knit,5.0,400.0,180,200000.0,"T-Shirts ,Shirts ,Pants ,Jackets","136, Lalchand Road, Chittagong, Chawk Bazar",Chittagong,Chawk Bazar,2000,"['T-Shirts', 'Shirts', 'Pants', 'Jackets']",2400000.0,Very Large,25,2.2222222222222223,13333.333333333334,4,0,0,1,0,0,0
Chistytex apparels Ltd.,Woven,5.0,313.0,360,42000.0,"Shirts ,Pants","Paragaon, Ward # 3, 10 Hobirbari Union Porishad, Mymensingh, Valuka",Mymensingh,Valuka,2016,"['Shirts', 'Pants']",504000.0,Large,9,0.8694444444444445,1400.0,2,0,0,1,0,0,0
Chittagong Asian Apparels Ltd.,Knit,5.0,1505.0,600,420000.0,"Shirts ,Jackets ,T-Shirts","132, Nasirabad I/A, Chittagong","132, Nasirabad I/A,",Chittagong,2004,"['Shirts', 'Jackets', 'T-Shirts']",5040000.0,Very Large,21,2.5083333333333333,8400.0,3,0,0,0,0,0,0
Chittagong Fashion Speialised Tex. Ltd.,Woven,1.0,0.0,850,300000.0,"Shirts ,Tops ,Blouse ,Uniform","Plot # 26, Sector # 1, Road # 4, Cepz, Chittagong, Chittagong",Chittagong,Chittagong,2019,"['Shirts', 'Tops', 'Blouse', 'Uniform']",3600000.0,Very Large,6,0.0,4235.294117647059,4,0,0,0,0,0,0
Chittagong Fashion Wear Ltd.,Woven,5.0,500.0,265,120000.0,"Shirts ,Ladies Shirts ,BG School Wears ,Pyjamas","6606(P), South Halishahar, (Near E.P.Z.), Chittagong, Bondar",Chittagong,Bondar,1995,"['Shirts', 'Ladies Shirts', 'BG School Wears', 'Pyjamas']",1440000.0,Very Large,30,1.8867924528301887,5433.962264150943,4,0,0,0,0,0,0
Chittagong Knitwears (Pvt.) Ltd.,Sweater,5.0,1560.0,5056,12500000.0,"Sweaters ,Pullovers ,Cardigans","Plot # 17 & 18, Sector # 4, Chittagong, Cepz",Chittagong,Cepz,1996,"['Sweaters', 'Pullovers', 'Cardigans']",150000000.0,Very Large,29,0.30854430379746833,29667.721518987342,3,0,0,0,0,0,0
Choice Garments Ltd.,Woven,5.0,350.0,330,96000.0,"Shirts ,Jackets ,Pants ,Skirts","Fidc Road, Bscic I/A, Chittagong, Kalurghat",Chittagong,Kalurghat,1986,"['Shirts', 'Jackets', 'Pants', 'Skirts']",1152000.0,Very Large,39,1.0606060606060606,3490.909090909091,4,0,0,1,0,0,0
Chong Won Ars Sweaters Ltd.,Sweater,5.0,200.0,170,320000.0,Sweaters,"1, East Rampura, Dit Road, Dhaka, Rampura",Dhaka,Rampura,2001,['Sweaters'],3840000.0,Very Large,24,1.1764705882352942,22588.235294117647,1,0,0,0,0,0,0
Chorka Apparels Ltd.,Knit,1.0,7.0,138,1300000.0,"T-Shirt ,Polo Shirt ,Bra ,Pant","Kazir Char, Danga, Palash, Narsingdi, Narshingdi",Narsingdi,Narshingdi,2022,"['T-Shirt', 'Polo Shirt', 'Bra', 'Pant']",15600000.0,Very Large,3,0.050724637681159424,113043.47826086957,4,1,0,0,0,1,0
Chorka Textile Ltd.,Knit,5.0,3881.0,910,1900000.0,"T-Shirts ,Polo Shirts","Kazir Chor, Danga, Narsingdi, Palash",Narsingdi,Palash,2015,"['T-Shirts', 'Polo Shirts']",22800000.0,Very Large,10,4.264835164835165,25054.945054945056,2,0,0,0,0,0,0
Chorus Fashions Ltd.,Knit,5.0,180.0,57,150000.0,"T-Shirts, Polo Shirt","Plot # 1/3, Road # 6, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,2000,"['T-Shirts', 'Polo Shirt']",1800000.0,Very Large,25,3.1578947368421053,31578.947368421053,2,0,0,0,0,1,0
Choudhury Apparels (Pvt) Ltd.,Woven,5.0,386.0,163,60000.0,"Long Pants ,Short Pants ,Barmuda","Youth Tower, 822/2, Rokeya Sarani, Dhaka, Mirpur",Dhaka,Mirpur,1985,"['Long Pants', 'Short Pants', 'Barmuda']",720000.0,Large,40,2.3680981595092025,4417.17791411043,3,0,0,0,0,0,0
Chowdhury Apparel Inds.,Knit,5.0,800.0,200,600000.0,"Underwears ,T-Shirts ,Children Wears","82, Nasirabad Indistrial Area, Baizid Bostami Road, Chittagong","82, Nasirabad Indistrial Area, Baizid Bostami Road",Chittagong,1992,"['Underwears', 'T-Shirts', 'Children Wears']",7200000.0,Very Large,33,4.0,36000.0,3,0,0,0,0,0,0
Chowdhury Associates Ltd.,Knit,5.0,324.0,127,152083.0,"T-Shirts ,Polo Shirts ,Tank Top ,Fleece","1041, Shewrapara, Begum Rokeya Sarani, Dhaka, Mirpur",Dhaka,Mirpur,2000,"['T-Shirts', 'Polo Shirts', 'Tank Top', 'Fleece']",1824996.0,Very Large,25,2.5511811023622046,14370.047244094489,4,0,0,0,0,0,0
Chowdhury Composite Tex-Knit Ltd.,Knit,5.0,450.0,105,0.0,"Shirts ,Jackets ,Trousers","52/D, Baizid Bostami I/A, Chittagong, Nasirabad",Chittagong,Nasirabad,2006,"['Shirts', 'Jackets', 'Trousers']",0.0,,19,4.285714285714286,0.0,3,0,0,0,0,0,0
Chowdhury Fashion Wear Ltd.,Knit,5.0,400.0,200,150000.0,"Knit Items ,Underwears ,Children Wears","82, Nasirabad I/A, Baizid Bostami Road, Chittagong","82, Nasirabad I/A, Baizid Bostami Road",Chittagong,2000,"['Knit Items', 'Underwears', 'Children Wears']",1800000.0,Very Large,25,2.0,9000.0,3,0,0,0,0,0,0
Chowdhury Garments Ltd.,Sweater,5.0,250.0,366,115000.0,Sweaters,"Teknog Para, Chandona, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,1998,['Sweaters'],1380000.0,Very Large,27,0.6830601092896175,3770.4918032786886,1,0,0,0,0,0,0
Chowdhury Knitwears Ltd.,Knit,5.0,900.0,500,1200000.0,"T-Shirts ,Polo Shirts ,Tank Top","Bscic I/E, Narsingdi","Bscic I/E,",Narsingdi,2001,"['T-Shirts', 'Polo Shirts', 'Tank Top']",14400000.0,Very Large,24,1.8,28800.0,3,0,0,0,0,0,0
Chowgacha Fashions Ltd.,Knit,5.0,700.0,300,248000.0,"T-Shirts ,Pants","Koyerpara, Chowgacha, Jessore, Jessore, Jessore",Jessore,Jessore,2013,"['T-Shirts', 'Pants']",2976000.0,Very Large,12,2.3333333333333335,9920.0,2,0,0,1,0,0,0
Chumki Apparels Ltd.,Knit,5.0,650.0,380,200000.0,"Jackets ,Briefs ,Vest","590, Colonel Jhones Road, Uttar Kattali, Chittagong","590, Colonel Jhones Road, Uttar Kattali",Chittagong,1998,"['Jackets', 'Briefs', 'Vest']",2400000.0,Very Large,27,1.7105263157894737,6315.789473684211,3,0,0,0,0,0,0
Chumki Knitwears Ltd.,Knit,5.0,200.0,120,0.0,"T-Shirts ,Polo Shirts ,Tank Tops","590, Colonel Jhones Road, Uttar Kattali, Chittagong","590, Colonel Jhones Road, Uttar Kattali",Chittagong,2005,"['T-Shirts', 'Polo Shirts', 'Tank Tops']",0.0,,20,1.6666666666666667,0.0,3,0,0,0,0,0,0
Chun Ji Knit Ltd.,Sweater,5.0,2800.0,2000,170000.0,"Sweaters ,Pullovers ,Troyer ,Cardigans","Plot # 81-82, Shaturkul Road, Noth Badda, Dhaka, Badda",Dhaka,Badda,1997,"['Sweaters', 'Pullovers', 'Troyer', 'Cardigans']",2040000.0,Very Large,28,1.4,1020.0,4,0,0,0,0,0,0
Cidatex Apparel Ltd.,Knit,5.0,450.0,291,200000.0,"T-Shirts ,Polo Shirts","Ward # 7, Holding # J-10, Chandora, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2010,"['T-Shirts', 'Polo Shirts']",2400000.0,Very Large,15,1.5463917525773196,8247.422680412372,2,0,0,0,0,0,0
Circular Fashion Industries Ltd.,Woven,1.0,604.0,659,300000.0,"Shirt ,Pant ,Jacket","Panchlakki, Bakterpur, Ward # 04, Kaliakair, Dhaka, Dhaka",Dhaka,Dhaka,2021,"['Shirt', 'Pant', 'Jacket']",3600000.0,Very Large,4,0.9165402124430956,5462.822458270106,3,0,1,0,1,0,0
Citadel Apparels Ltd.,Woven,5.0,0.0,188,100000.0,Unknown,"Joy Bangla Road, Bara Bari, Kunia, Gazipur, K.B. Bazar",Gazipur,K.B. Bazar,2002,[],1200000.0,Very Large,23,0.0,6382.978723404255,0,0,0,0,0,0,0
City Sweater Int'l Ltd.,Sweater,5.0,400.0,200,600000.0,Sweaters,"1290, O.R. Nizam Road, Chittagong","1290, O.R. Nizam Road,",Chittagong,1992,['Sweaters'],7200000.0,Very Large,33,2.0,36000.0,1,0,0,0,0,0,0
Civic Apparels Ltd.,Woven,5.0,1000.0,571,0.0,"Shirts ,Pants ,Jackets","Plot # 3, Factory Road, Shampur Kadamtoli I/A, Dhaka, Shampur",Dhaka,Shampur,2005,"['Shirts', 'Pants', 'Jackets']",0.0,,20,1.7513134851138354,0.0,3,0,0,1,0,0,0
Civic Fashion Limited,Woven,5.0,570.0,167,150000.0,"Shirts ,Blouses ,Nightwears","Plot # 17-18, Road # 4, Section # 7, Mirpur Indus.Area, Dhaka, Mirpur",Dhaka,Mirpur,1993,"['Shirts', 'Blouses', 'Nightwears']",1800000.0,Very Large,32,3.413173652694611,10778.443113772455,3,0,0,0,0,0,0
Clamoon Garments Ltd.,Woven,5.0,1000.0,620,377000.0,"Jackets ,Pants ,Overalls ,Trousers","Plot # 4, Block # 1, Road # 6, Sec # 7, Dhaka, Mirpur",Dhaka,Mirpur,1991,"['Jackets', 'Pants', 'Overalls', 'Trousers']",4524000.0,Very Large,34,1.6129032258064515,7296.774193548387,4,0,0,1,0,0,0
Classic Fashion Concept Ltd.,Woven,5.0,2500.0,1200,1200000.0,"Shirts ,Ladies Shirts ,Ladies Pants","62/2, Sataish, Primary School Road, Gazipur, Tongi",Gazipur,Tongi,2001,"['Shirts', 'Ladies Shirts', 'Ladies Pants']",14400000.0,Very Large,24,2.0833333333333335,12000.0,3,0,0,0,0,0,0
Classic Shirts Ltd.,Woven,5.0,850.0,250,60000.0,"Shirts ,Ladies Shirts ,Jogging Suits","Ka-76, Joar Shahara Bazar, Dhaka, Dhaka",Dhaka,Dhaka,1999,"['Shirts', 'Ladies Shirts', 'Jogging Suits']",720000.0,Large,26,3.4,2880.0,3,0,0,0,0,0,0
Classical Fashion Ltd.,Woven,1.0,122.0,96,250000.0,"Shirt ,Pant ,T-Shirt ,Polo Shirt","170, Baizid Industrial Area, Chittagong, Chittagong",Chittagong,Chittagong,2023,"['Shirt', 'Pant', 'T-Shirt', 'Polo Shirt']",3000000.0,Very Large,2,1.2708333333333333,31250.0,4,1,1,0,0,1,0
Classmark Dress Ltd.,Knit,1.0,0.0,110,150000.0,"T-Shirt ,Polo Shirt ,Short ,Pant","Andermanik (East), Mouchak, Kaliakoir, Gazipur, Gazipur",Gazipur,Gazipur,2022,"['T-Shirt', 'Polo Shirt', 'Short', 'Pant']",1800000.0,Very Large,3,0.0,16363.636363636364,4,1,0,0,0,1,0
Claxton Apparels and Textiles Ltd.,Sweater,5.0,1200.0,550,120000.0,Sweaters,"Tarabo, Hati Para, Narayanganj, Rupgonj",Narayanganj,Rupgonj,1995,['Sweaters'],1440000.0,Very Large,30,2.1818181818181817,2618.181818181818,1,0,0,0,0,0,0
Clear Tex Inds. Ltd.,Knit,5.0,850.0,472,70000.0,"Kids Items ,T-Shirts ,Ladies Pants ,Briefs","Nazir Saleh Complex, 314/358, Eidgah, Chittagong, D.T. Road",Chittagong,D.T. Road,2005,"['Kids Items', 'T-Shirts', 'Ladies Pants', 'Briefs']",840000.0,Large,20,1.8008474576271187,1779.6610169491526,4,0,0,0,0,0,0
Clifton Apparels Ltd.,Knit,5.0,1345.0,570,800000.0,"T-Shirts ,Polo Shirts ,Under Wears","179, Nasirabad I/A, Baizid Bostami Road, Chittagong, Baizid Bostami",Chittagong,Baizid Bostami,1999,"['T-Shirts', 'Polo Shirts', 'Under Wears']",9600000.0,Very Large,26,2.3596491228070176,16842.105263157893,3,0,0,0,0,0,0
Clifton Cotton Mills Ltd.,Knit,5.0,2120.0,700,1800000.0,"Ladies Panties ,Ladies Sleepwears ,Underwears ,T-Shirts","Cda Plot # P-28, 28/D/1, D/2, Kalurghat I/A, Chittagong, Kalurghat",Chittagong,Kalurghat,2007,"['Ladies Panties', 'Ladies Sleepwears', 'Underwears', 'T-Shirts']",21600000.0,Very Large,18,3.0285714285714285,30857.14285714286,4,0,0,0,0,0,0
Clifton Fashion Ltd.,Knit,5.0,652.0,130,450000.0,"T-Shirts ,Panties ,Bra","271, D.T. Road, Chittagong, Kadamtoli",Chittagong,Kadamtoli,1996,"['T-Shirts', 'Panties', 'Bra']",5400000.0,Very Large,29,5.015384615384615,41538.46153846154,3,0,0,0,0,0,0
Clifton Garments Ltd.,Knit,5.0,619.0,160,360000.0,"Under Wears ,T-Shirts","92, Batali Road, Enayet Bazar, Chittagong, Enayet Bazar",Chittagong,Enayet Bazar,1985,"['Under Wears', 'T-Shirts']",4320000.0,Very Large,40,3.86875,27000.0,2,0,0,0,0,0,0
Clifton Textile and Apparels Ltd.,Knit,5.0,2964.0,623,1500000.0,"T-Shirts ,Briefs ,Underwears ,Bra","180, Nasirabad I/A, Baizid Bostami Road, Chittagong, Baizid Bostami",Chittagong,Baizid Bostami,2004,"['T-Shirts', 'Briefs', 'Underwears', 'Bra']",18000000.0,Very Large,21,4.757624398073836,28892.455858747995,4,0,0,0,0,0,0
